PART_ID,mean_SOA
Y2-S2-002K25,4.571428571428571
Y2-S2-003K22,3.642857142857143
Y2-S2-004K21,2.5
Y2-S2-006K27,6.785714285714286
Y2-S2-007K22,2.5714285714285716
Y2-S2-008K23,7.5
Y2-S2-009K22,2.857142857142857
Y2-S2-010K21,3.5714285714285716
Y2-S2-011K24,4.785714285714286
Y2-S2-012K28,2.2857142857142856
Y2-S2-012M26,3.9285714285714284
Y2-S2-013M31,3.0714285714285716
Y2-S2-014K21,1.9285714285714286
Y2-S2-015K27,3.9285714285714284
Y2-S2-017K23,2.4285714285714284
Y2-S2-018K21,4.714285714285714
Y2-S2-019K19,2.0714285714285716
Y2-S2-020K19,3
Y2-S2-021M22,6.571428571428571
Y2-S2-022M27,4.214285714285714
Y2-S2-024M20,3.5714285714285716
Y2-S2-025K21,2.5714285714285716
Y2-S2-026K24,3.7857142857142856
Y2-S2-027K22,4.714285714285714
Y2-S2-028K24,2.357142857142857
Y2-S2-029M24,3.2857142857142856
Y2-S2-030K23,3.4285714285714284
Y2-S2-031M33,5.428571428571429
Y2-S2-033K24,4
Y2-S2-034K26,5.142857142857143
Y2-S2-035K29,6.357142857142857
Y2-S2-037K20,2.857142857142857
Y2-S2-038M21,3.7857142857142856
Y2-S2-044K25,5.357142857142857
Y2-S2-045K30,3.2142857142857144
Y2-S2-046K25,4.928571428571429
Y2-S2-047M32,3
Y2-S2-049K21,4.857142857142857
Y2-S2-051K23,4
Y2-S2-053K19,2.642857142857143
Y2-S2-054K22,3.857142857142857
Y2-S2-055K22,3.642857142857143
Y2-S2-056M23,4
Y2-S2-057K24,4.428571428571429
Y2-S2-058K25,4
Y2-S2-061K28,3.5
Y2-S2-062M21,2.7142857142857144
Y2-S2-064K19,4.285714285714286
Y2-S2-065K21,3.857142857142857
Y2-S2-068K20,3.5714285714285716
Y2-S2-069K23,3.857142857142857
Y2-S2-070K25,3.2857142857142856
Y2-S2-071K29,4.214285714285714
Y2-S2-072M23,4.142857142857143
Y2-S2-073K20,4.071428571428571
