PART_ID,AS_1,AS_2,AS_3,AS_4,PS_1,PS_2,PS_3,PS_4,temporal_CIRCLES,temporal_SQUARES,inspection_CIRCLES,inspection_SQUARES
Y2-S2-216K24,233.33239999999998,266.6656,326.18917142857146,307.14162857142856,230.95145714285712,230.95145714285712,249.999,216.6658,21.428485714285713,33.3332,57.14262857142857,52.380742857142856
Y2-S2-220M19,185.71354285714284,197.61825714285715,176.18977142857142,242.8561714285714,145.23751428571427,183.33259999999999,159.5231714285714,161.90411428571426,16.6666,26.190371428571428,71.4282857142857,47.61885714285714
Y2-S2-224K20,295.2369142857143,283.3322,311.90351428571427,314.28445714285715,183.33259999999999,130.95185714285714,185.71354285714284,197.61825714285715,80.95205714285713,9.523771428571427,64.28545714285714,66.6664
Y2-S2-226M20,288.09408571428565,302.37974285714284,290.47502857142854,223.80862857142856,188.09448571428572,252.37994285714282,430.9506571428571,257.14182857142856,26.190371428571428,30.952257142857142,92.85677142857142,40.476028571428564
Y2-S2-228M20,249.999,271.4274857142857,309.52257142857144,261.9037142857143,197.61825714285715,145.23751428571427,283.3322,183.33259999999999,14.285657142857142,28.571314285714283,66.6664,83.333
Y2-S2-229K21,321.4272857142857,295.2369142857143,307.14162857142856,307.14162857142856,154.76128571428572,195.23731428571426,130.95185714285714,240.47522857142857,9.523771428571427,54.76168571428571,54.76168571428571,107.14242857142857
Y2-S2-230K20,247.61805714285714,221.4276857142857,211.90391428571425,273.8084285714285,195.23731428571426,178.57071428571427,159.5231714285714,173.80882857142856,11.904714285714284,28.571314285714283,33.3332,49.99979999999999
Y2-S2-231K22,257.14182857142856,266.6656,273.8084285714285,283.3322,169.04694285714285,180.95165714285713,216.6658,185.71354285714284,14.285657142857142,33.3332,49.99979999999999,76.19017142857142
Y2-S2-232K20,207.14202857142857,230.95145714285712,209.52297142857142,278.5703142857143,216.6658,199.99919999999997,252.37994285714282,166.666,21.428485714285713,35.71414285714285,49.99979999999999,54.76168571428571
Y2-S2-233K19,226.1895714285714,235.71334285714283,261.9037142857143,245.23711428571426,147.61845714285715,171.4278857142857,159.5231714285714,138.09468571428573,9.523771428571427,19.047542857142854,54.76168571428571,61.904514285714285
Y2-S2-234K20,285.7131428571428,309.52257142857144,290.47502857142854,304.76068571428567,142.8565714285714,211.90391428571425,145.23751428571427,230.95145714285712,19.047542857142854,23.80942857142857,69.04734285714287,71.4282857142857
Y2-S2-240K20,245.23711428571426,235.71334285714283,283.3322,254.7608857142857,166.666,130.95185714285714,216.6658,209.52297142857142,95.23771428571428,83.333,159.5231714285714,49.99979999999999
Y2-S2-242K22,199.99919999999997,235.71334285714283,211.90391428571425,261.9037142857143,140.47562857142856,183.33259999999999,111.90431428571428,180.95165714285713,11.904714285714284,19.047542857142854,52.380742857142856,57.14262857142857
Y2-S2-244K18,216.6658,238.09428571428572,245.23711428571426,245.23711428571426,161.90411428571426,178.57071428571427,133.3328,147.61845714285715,14.285657142857142,33.3332,54.76168571428571,61.904514285714285
Y2-S2-247K19,404.76028571428566,297.61785714285713,254.7608857142857,304.76068571428567,145.23751428571427,207.14202857142857,147.61845714285715,145.23751428571427,16.6666,73.80922857142858,90.47582857142856,78.57111428571429
Y2-S2-248K22,259.5227714285714,269.0465428571428,204.7610857142857,245.23711428571426,364.28425714285714,290.47502857142854,173.80882857142856,323.8082285714285,14.285657142857142,9.523771428571427,88.09488571428571,61.904514285714285
Y2-S2-250K25,347.6176571428571,302.37974285714284,407.14122857142854,416.66499999999996,154.76128571428572,230.95145714285712,192.8563714285714,214.28485714285713,11.904714285714284,28.571314285714283,52.380742857142856,52.380742857142856
Y2-S2-251M22,240.47522857142857,245.23711428571426,285.7131428571428,264.28465714285716,228.57051428571427,235.71334285714283,214.28485714285713,228.57051428571427,11.904714285714284,45.23791428571428,76.19017142857142,54.76168571428571
Y2-S2-253M20,376.18897142857145,340.47482857142853,273.8084285714285,373.8080285714285,171.4278857142857,202.38014285714283,188.09448571428572,276.18937142857146,9.523771428571427,28.571314285714283,73.80922857142858,42.85697142857143
Y2-S2-254K21,295.2369142857143,304.76068571428567,345.2367142857143,273.8084285714285,264.28465714285716,266.6656,261.9037142857143,457.14102857142854,40.476028571428564,80.95205714285713,99.99959999999999,107.14242857142857
Y2-S2-257K25,330.9510571428571,299.99879999999996,342.8557714285714,292.8559714285714,149.99939999999998,149.99939999999998,280.9512571428571,214.28485714285713,21.428485714285713,59.52357142857143,52.380742857142856,54.76168571428571
Y2-S2-260K19,290.47502857142854,338.0938857142857,307.14162857142856,309.52257142857144,171.4278857142857,149.99939999999998,207.14202857142857,202.38014285714283,14.285657142857142,33.3332,128.57091428571428,61.904514285714285
Y2-S2-261K24,249.999,266.6656,257.14182857142856,266.6656,154.76128571428572,214.28485714285713,111.90431428571428,135.71374285714285,47.61885714285714,69.04734285714287,42.85697142857143,47.61885714285714
Y2-S2-262K26,330.9510571428571,319.0463428571428,383.3318,340.47482857142853,197.61825714285715,233.33239999999998,295.2369142857143,226.1895714285714,69.04734285714287,28.571314285714283,52.380742857142856,76.19017142857142
Y2-S2-265K19,295.2369142857143,378.5699142857143,357.14142857142855,330.9510571428571,192.8563714285714,273.8084285714285,264.28465714285716,197.61825714285715,21.428485714285713,30.952257142857142,73.80922857142858,61.904514285714285
Y2-S2-266K22,302.37974285714284,254.7608857142857,271.4274857142857,266.6656,161.90411428571426,157.14222857142857,149.99939999999998,192.8563714285714,11.904714285714284,28.571314285714283,83.333,76.19017142857142
Y2-S2-267K23,254.7608857142857,335.7129428571428,352.37954285714284,249.999,195.23731428571426,257.14182857142856,269.0465428571428,290.47502857142854,26.190371428571428,45.23791428571428,71.4282857142857,92.85677142857142
Y2-S2-268M21,242.8561714285714,385.7127428571428,249.999,226.1895714285714,183.33259999999999,319.0463428571428,164.28505714285714,154.76128571428572,14.285657142857142,16.6666,119.04714285714286,61.904514285714285
Y2-S2-269K20,264.28465714285716,254.7608857142857,228.57051428571427,297.61785714285713,109.52337142857142,178.57071428571427,130.95185714285714,207.14202857142857,11.904714285714284,9.523771428571427,92.85677142857142,76.19017142857142
Y2-S2-270K21,369.04614285714285,349.99859999999995,335.7129428571428,345.2367142857143,230.95145714285712,188.09448571428572,183.33259999999999,207.14202857142857,23.80942857142857,42.85697142857143,99.99959999999999,64.28545714285714
Y2-S2-273K18,245.23711428571426,221.4276857142857,249.999,285.7131428571428,183.33259999999999,171.4278857142857,171.4278857142857,221.4276857142857,11.904714285714284,30.952257142857142,90.47582857142856,57.14262857142857
Y2-S2-274K23,295.2369142857143,273.8084285714285,280.9512571428571,254.7608857142857,199.99919999999997,245.23711428571426,204.7610857142857,247.61805714285714,76.19017142857142,30.952257142857142,92.85677142857142,52.380742857142856
Y2-S2-276K20,257.14182857142856,395.2365142857143,314.28445714285715,335.7129428571428,171.4278857142857,166.666,154.76128571428572,180.95165714285713,42.85697142857143,19.047542857142854,73.80922857142858,76.19017142857142
Y2-S2-278K20,269.0465428571428,245.23711428571426,273.8084285714285,245.23711428571426,166.666,161.90411428571426,130.95185714285714,157.14222857142857,30.952257142857142,28.571314285714283,69.04734285714287,52.380742857142856
Y2-S2-280M21,352.37954285714284,330.9510571428571,447.6172571428571,335.7129428571428,230.95145714285712,273.8084285714285,290.47502857142854,185.71354285714284,9.523771428571427,71.4282857142857,59.52357142857143,76.19017142857142
Y2-S2-281K22,326.18917142857146,295.2369142857143,269.0465428571428,288.09408571428565,121.4280857142857,121.4280857142857,154.76128571428572,264.28465714285716,23.80942857142857,30.952257142857142,73.80922857142858,49.99979999999999
Y2-S2-282M23,338.0938857142857,357.14142857142855,366.66519999999997,354.76048571428566,161.90411428571426,230.95145714285712,164.28505714285714,173.80882857142856,19.047542857142854,16.6666,57.14262857142857,49.99979999999999
Y2-S2-283K20,285.7131428571428,249.999,252.37994285714282,278.5703142857143,145.23751428571427,126.18997142857141,171.4278857142857,180.95165714285713,16.6666,14.285657142857142,83.333,88.09488571428571
Y2-S2-284K20,266.6656,264.28465714285716,278.5703142857143,309.52257142857144,190.47542857142855,302.37974285714284,223.80862857142856,314.28445714285715,14.285657142857142,97.61865714285713,78.57111428571429,85.71394285714285
Y2-S2-285M22,328.5701142857143,278.5703142857143,530.9502571428571,321.4272857142857,273.8084285714285,254.7608857142857,211.90391428571425,269.0465428571428,26.190371428571428,19.047542857142854,52.380742857142856,85.71394285714285
Y2-S2-286K22,233.33239999999998,207.14202857142857,230.95145714285712,254.7608857142857,157.14222857142857,161.90411428571426,138.09468571428573,190.47542857142855,21.428485714285713,26.190371428571428,49.99979999999999,64.28545714285714
Y2-S2-287M23,323.8082285714285,242.8561714285714,230.95145714285712,254.7608857142857,211.90391428571425,185.71354285714284,197.61825714285715,190.47542857142855,16.6666,21.428485714285713,54.76168571428571,49.99979999999999
