PART_ID,anti,pro,diff,inspection_time
Y2-S2-002K25,-0.7283479400784197,0.0649472369365679,-0.7932951770149876,-0.1281855722932231
Y2-S2-003K22,-0.31118666186690447,0.09151388923212964,-0.40270055109903413,0.5414615249293551
Y2-S2-004K21,0.12243847341370907,0.08394040802187536,0.038498065391833716,-0.8271838584733722
Y2-S2-010K21,1.2229747035535745,-0.23721657957775916,1.4601912831313337,-0.7594784238415506
Y2-S2-011K24,0.826292716765389,-0.6792090956738897,1.5055018124392787,0.33234318322276934
Y2-S2-012M26,0.3108820070578005,0.7888451538550298,-0.47796314679722934,-0.2989496683255576
Y2-S2-013M31,-0.4807480900170177,-0.9130141978697524,0.43226610785273467,-0.7689498843197371
Y2-S2-014K21,-0.3525989879491791,1.339522516354458,-1.692121504303637,-1.4101826001077562
Y2-S2-015K27,1.7703386081852606,1.2175855969087106,0.55275301127655,-0.1281855722932231
Y2-S2-017K23,-0.05259981502028635,-0.06295520096531089,0.01035538594502454,-0.7305956386454856
Y2-S2-018K21,-0.16117172851101685,-0.1674597945115029,0.006288066000486037,-0.1217151307205976
Y2-S2-019K19,-0.567619948607222,-0.8314369775347771,0.2638170289275551,-0.4891250890757701
Y2-S2-021M22,0.9036463864302355,0.025564358474737182,0.8780820279554984,0.7868699009276416
Y2-S2-022M27,-1.0564123732556643,-1.2146394624126817,0.15822708915701744,-0.42442067334950884
Y2-S2-024M20,-0.3290393947049749,-0.14213119777690966,-0.18690819692806523,-0.5274793347500213
Y2-S2-025K21,-0.6687986444330571,0.36956841588179123,-1.0383670603148483,-1.274771730844113
Y2-S2-026K24,0.11625879275737858,0.27518904188663995,-0.15893024912926138,-0.3890674465808178
Y2-S2-027K22,-0.8644244459583408,-0.7172203652656958,-0.147204080692645,-0.11524468914797115
Y2-S2-028K24,-1.080451133729281,-0.1936947860066353,-0.8867563477226457,-1.1169485179570313
Y2-S2-030K23,0.7282227095119105,1.25005357682966,-0.5218308673177494,-0.6564197624410382
Y2-S2-033K24,-0.4476974142160427,1.1362158639538946,-1.5839132781699372,0.07793175050780171
Y2-S2-034K26,-0.016401899633158946,-0.28877008711735075,0.2723681874841918,0.68981327733825
Y2-S2-035K29,0.5680611309896643,-0.4734448942989908,1.041506025288655,1.8394004547947
Y2-S2-037K20,-0.5849449988373068,-0.6097340039897488,0.02478900515244198,-0.6240675545779076
Y2-S2-044K25,-1.1465734684837314,1.4133497644468123,-2.5599232329305437,0.30346039802670455
Y2-S2-045K30,0.3072659655004923,-0.8017492422978676,1.10901520779836,-0.6145960940997213
Y2-S2-047M32,-1.872919357544317,-1.2243057782859812,-0.6486135792583358,-0.41494921287132214
Y2-S2-049K21,1.0811267354064962,0.11292805550290391,0.9681986799035922,0.8635783922761442
Y2-S2-051K23,0.4537068908072175,-0.9111562097436655,1.364863100550883,-0.2153023316429237
Y2-S2-053K19,0.7336470144694036,-0.0676267400914903,0.8012737545608939,0.09687467146417394
Y2-S2-054K22,-0.8295809180413926,-0.9338056293263651,0.10422471128497257,0.4418722861959079
Y2-S2-055K22,-0.3267874573538978,-0.11354488262824039,-0.2132425747256574,-0.17000924063454076
Y2-S2-056M23,-0.9213128274140414,-1.6612612495444874,0.739948422130446,-0.5404202178952733
Y2-S2-057K24,-0.7819478750288329,0.7635224599950636,-1.5454703350238965,0.6380497447572411
Y2-S2-058K25,-0.1330244984378809,0.34960386983459957,-0.48262836827248046,-0.23771467526636197
Y2-S2-061K28,-1.0979624315802923,1.379235631706522,-2.4771980632868145,0.08093276941336153
Y2-S2-062M21,1.2461935825433295,1.5549407376021722,-0.30874715505884276,-0.6145960940997213
Y2-S2-064K19,1.4778511349275347,3.774926314063272,-2.2970751791357373,0.019697776354166197
Y2-S2-065K21,-0.5261963799740931,-0.14399900791279785,-0.3821973720612952,-0.22177277321554956
Y2-S2-068K20,0.14249908511360776,1.225044595670651,-1.0825455105570434,0.0037558743033534875
Y2-S2-069K23,0.589371413753319,0.4621500806873702,0.12722133306594885,-0.7271262159784201
Y2-S2-070K25,0.08272809410316855,-0.4575613670736232,0.5402894611767918,0.6798734130985579
Y2-S2-071K29,-0.2584772751902976,-0.07798350109244565,-0.18049377409785197,-0.6270685734834681
Y2-S2-072M23,0.022439986738946788,-0.4113878169672226,0.43382780370616936,0.7445778288248193
Y2-S2-074M24,-1.2101498885604403,-0.37980027148032514,-0.8303496170801151,-0.1540673385837279
Y2-S2-076K22,0.49336359096845694,-0.4358715551130399,0.9292351460814968,-0.26359644155686657
Y2-S2-077K20,-0.2478283952753459,0.44382107682194777,-0.6916494720972937,-0.22477379212110968
Y2-S2-078M27,0.18555201373940278,0.563142208612145,-0.37759019487274226,-0.19589100692504494
Y2-S2-080K20,-0.12363829666508748,-0.5587829501462553,0.4351446534811679,0.3806372931367128
Y2-S2-081K20,-0.3244255288000531,0.4734210726896605,-0.7978466014897136,-0.10577322866978503
Y2-S2-082K20,-1.3604772671640681,-0.7343496453502893,-0.6261276218137788,0.5031072792551036
Y2-S2-084K38,0.8296926892042251,0.12656430546511763,0.7031283837391075,2.168456167475621
Y2-S2-088K19,0.08322014182226416,0.08049551045513997,0.0027246313671241834,0.2551662881127617
Y2-S2-092M28,0.4563148170938449,1.4411767735407925,-0.9848619564469476,-0.6693606455862905
Y2-S2-094K22,0.5056947654271692,0.4293644205865573,0.07633034484061185,0.94075528738615255
Y2-S2-095M27,-0.9695206098015012,-0.7130467391348968,-0.25647387066660443,0.2098731971043789
Y2-S2-096K22,-0.024878371197617433,0.2072746088448128,-0.23215298004243023,0.290519514881452
Y2-S2-100K21,-0.11966769310072187,0.540832361523839,-0.6605000546245609,0.8187537050292666
Y2-S2-101K19,-2.6062411837724495,-0.5735983635994357,-2.032642820173014,-1.3648895090993738
Y2-S2-102M22,-0.30581239810278626,0.11172865720805254,-0.4175410553108388,-0.24071569417192284
Y2-S2-104K22,-0.6954049057247522,-0.5413927997088459,-0.1540121060159063,-0.6693606455862905
Y2-S2-107K21,-0.4969972899465216,0.9201676545308118,-1.4171649444773333,-0.14112645543847566
Y2-S2-108M20,-1.4121997533031945,-1.640911623344277,0.22871187004108262,-1.2683012892714873
Y2-S2-109K20,1.3554103963134452,1.7085404712040309,-0.3531300748905857,0.4129895009998431
Y2-S2-111K20,-0.7767063124307302,-0.810596391294299,0.03389007886356876,-0.3696561218629393
Y2-S2-112M21,-0.6247346100764865,-0.6990641218704574,0.07432951179397096,0.18746085348094021
