PART_ID,ps_factor,ps_weighted,ps_mean,temporal_score,inspection_score
Y2-S2-200K18,0.9708373729251802,0.9067667550457662,0.9254471753700533,0.46297222785420605,1.3879221228859007
Y2-S2-202K23,2.559649835592928,2.216521088357185,1.9631858015600345,0.914336227403725,3.012035375716344
Y2-S2-203K22,-0.7102664961896027,-0.5903080361581089,-0.5191221834294719,-0.41541371628838353,-0.6228306505705604
Y2-S2-206K20,0.009627165271990257,0.08053005182638961,0.18965000692569667,0.051331996305597205,0.3279680175457962
Y2-S2-207M23,-0.3756936182505485,-0.3441783756524269,-0.3912283190026967,-0.8593771832004726,0.0769205451950791
Y2-S2-208K19,-0.6176227648421009,-0.568118049666551,-0.6165185567435822,-0.8233536815182774,-0.4096834319688872
Y2-S2-208K26,-0.5388632657402054,-0.4508422457519432,-0.38589153710813917,-0.03979698642196991,-0.7319860877943084
Y2-S2-211M23,-0.314874072756936,-0.17040837534888767,0.11740866801935443,0.844429681083493,-0.6096123450447841
Y2-S2-212K24,-0.011208317592556694,-0.02643889554349438,-0.018199394416828787,0.04179100662400889,-0.07818979545766647
Y2-S2-213K23,-0.8279895294701607,-0.7151136584703135,-0.6778978852111367,-0.696201197108515,-0.6595945733137583
Y2-S2-214K21,-0.5670934247471902,-0.45645073603777653,-0.2912749466893617,0.33211947712572876,-0.9146693705044522
Y2-S2-215M19,-0.35752963997082454,-0.32608702585119054,-0.3577783984239691,-0.5425662006981459,-0.17299059614979231
Y2-S2-216K24,-0.548950139541704,-0.5009616720462058,-0.5062598642571189,-0.2845609655599062,-0.7279587629543316
Y2-S2-220M19,-0.5496157452676402,-0.5070466994611114,-0.5308862657407338,-0.48376045333405887,-0.5780120781474087
Y2-S2-224K20,-0.31764283017508255,-0.11139192749628239,0.288298940586075,0.899535162128865,-0.3229372809567149
Y2-S2-228M20,-0.1413159501453885,-0.125263746570381,-0.16683976212163537,-0.42495470596997187,0.09127518172670115
Y2-S2-229K21,0.2925593220088764,0.23649745221365423,0.11911185402232391,-0.17649046051332062,0.41471416855796844
Y2-S2-230K20,-1.0935141585257682,-0.9640238493091442,-0.9421352147334738,-0.5065426990159507,-1.377727730450997
Y2-S2-231K22,-0.35189252244338387,-0.31618882602593185,-0.3579479050422342,-0.3889312042877768,-0.3269646057966917
Y2-S2-232K20,-0.43699772744995763,-0.39724618812798357,-0.3930573801366866,-0.026555730421666396,-0.7595590298517069
Y2-S2-233K19,-0.8354178508323008,-0.7402479077385006,-0.7572742608647054,-0.8233536815182774,-0.6911948402111335
Y2-S2-234K20,-0.22383243064843583,-0.18212725345813563,-0.17823961126003016,-0.37939021460618827,0.022910992086127985
Y2-S2-240K20,2.5013481619927997,2.2276069049149987,2.4210408846166316,3.4340230221474783,1.4080587470857848
Y2-S2-242K22,-0.7998253279346211,-0.7109415573627117,-0.7322831467302183,-0.8233536815182774,-0.6412126119421594
Y2-S2-244K18,-0.45681940590300996,-0.41938164880342477,-0.4603104587077507,-0.4477369516518638,-0.47288396576363767
Y2-S2-247K19,0.8541529633452629,0.6855179745572342,0.535505607294834,0.47991375017322446,0.5910974644164435
Y2-S2-250K25,-0.8362829176910538,-0.7589612629003617,-0.7874120577281225,-0.6469364394260164,-0.9278876760302286
Y2-S2-251M22,-0.03991916205660595,-0.0977156662521106,-0.2023107214491402,-0.09490246746734188,-0.3097189754309385
Y2-S2-253M20,-0.5762660968283415,-0.5496677711680653,-0.612657989582056,-0.5881306920619294,-0.6371852871021825
Y2-S2-257K25,-0.11871516773707078,-0.13084359084271233,-0.14625953704404954,0.4078667468088341,-0.7003858208969331
Y2-S2-260K19,0.4664662151345976,0.3444375830584807,0.19405399913181426,-0.4477369516518638,0.8358449499154923
Y2-S2-261K24,-0.08648330958325529,-0.048459565583898356,0.0997914281519455,1.377381673678991,-1.1777988173751
Y2-S2-262K26,0.007731215641369929,0.15696972010794974,0.5057053852339323,1.288393147995582,-0.2769823775277175
Y2-S2-265K19,-0.2225775232051274,-0.20269473071138872,-0.21297289846634687,-0.20297297251392737,-0.22297282441876637
Y2-S2-266K22,-0.1940208754766869,-0.2052121843811619,-0.3230391338600179,-0.868918172882061,0.22283990516202506
Y2-S2-267K23,0.40484856935919705,0.3633881350811025,0.3410821122411048,0.2542317503984649,0.4279324740837447
Y2-S2-268M21,0.07892559886832831,0.03688604545456989,-0.04612919331830549,-0.7189834427904067,0.6267250561537957
Y2-S2-269K20,-0.13714582947709802,-0.12976331256494367,-0.19331306834678819,-0.8593771832004726,0.4727510465068962
Y2-S2-270K21,0.318605137960835,0.25084283562490906,0.19552746492503104,0.05503226262431229,0.33602266722574975
Y2-S2-273K18,-0.042108964294499535,-0.09665286597249712,-0.2149975566455939,-0.5293249446978425,0.09932983140665474
Y2-S2-274K23,0.2322825411950416,0.31620258976189497,0.634507298890816,1.4287868884056478,-0.15977229062401577
Y2-S2-276K20,-0.09125275464359771,-0.0070531326095569224,0.13928884182877213,0.15570223503346786,0.1228754486240764
Y2-S2-278K20,-0.4432241466947704,-0.3804918832850834,-0.3335281848284897,-0.1574084811501438,-0.5096478885068356
Y2-S2-280M21,0.29506913689549313,0.19536249770714798,0.04964527960969037,0.17634402367120128,-0.07705346445182054
Y2-S2-281K22,-0.29999546431803137,-0.2764993368913524,-0.2701296960613176,-0.12138497946794871,-0.4188744126546865
Y2-S2-282M23,-0.8104911569163731,-0.7031073360839827,-0.6690743661160239,-0.578589702380341,-0.7595590298517069
Y2-S2-283K20,-0.118116784338621,-0.09295860760184599,-0.12972535090464332,-0.7189834427904067,0.45953274098112007
Y2-S2-284K20,1.158640802717094,0.9004024785772091,0.6500097811284083,0.9996244867684191,0.30039507548839756
Y2-S2-285M22,-0.22461471742589223,-0.13615686626564633,-0.05768755331570704,-0.19343198283233898,0.07805687620092489
Y2-S2-286K22,-0.5960011247357108,-0.5077645568556093,-0.47170755890633087,-0.3205844672421013,-0.6228306505705604
Y2-S2-287M23,-0.887446823900544,-0.7828101752295431,-0.7646298120462307,-0.6013719480622328,-0.9278876760302286
