PART_ID,Trial,Stimuli,Version,Training,FIXTIME,TIME,Correct,SOA,Reversal,Reversal_count,Latency,stim_name,Rating
170K19,19,CIRCLES,First_hidden,training,45,15,True,3,-,-,0.43392880000465084,right,-
170K19,20,CIRCLES,First_hidden,training,45,15,True,3,-,-,0.48415189999650465,right,-
170K19,1,CIRCLES,First_hidden,exp,45,15,True,3,0,0,0.43405880000500474,right,-
170K19,2,CIRCLES,First_hidden,exp,45,15,True,3,0,-,0.4342296000031638,right,-
170K19,3,CIRCLES,First_hidden,exp,45,15,True,2,0,-,0.367354099995282,left,-
170K19,4,CIRCLES,First_hidden,exp,45,15,True,2,0,-,0.40063869999721646,left,-
170K19,5,CIRCLES,First_hidden,exp,45,15,True,1,0,-,0.48406409999734024,right,-
170K19,6,CIRCLES,First_hidden,exp,45,15,True,1,0,-,0.38407680000091204,left,-
170K19,7,CIRCLES,First_hidden,exp,45,15,False,0,1,1,0.48382999999739695,left,-
170K19,8,CIRCLES,First_hidden,exp,45,15,True,1,0,-,0.567470100002538,left,-
170K19,9,CIRCLES,First_hidden,exp,45,15,True,1,1,2,0.5341503000017838,left,-
170K19,10,CIRCLES,First_hidden,exp,45,15,False,0,1,3,0.7338928999961354,left,-
170K19,11,CIRCLES,First_hidden,exp,45,15,True,1,0,-,0.5342476000005263,right,-
170K19,12,CIRCLES,First_hidden,exp,45,15,True,1,1,4,0.5674399999988964,right,-
170K19,13,CIRCLES,First_hidden,exp,45,15,False,0,1,5,0.6507319000011194,right,-
170K19,14,CIRCLES,First_hidden,exp,45,15,True,1,0,-,0.5174264000015683,left,-
170K19,15,CIRCLES,First_hidden,exp,45,15,True,1,1,6,0.48401580000063404,right,-
170K19,16,CIRCLES,First_hidden,exp,45,15,False,0,1,7,0.7340965000039432,right,-
170K19,17,CIRCLES,First_hidden,exp,45,15,True,1,0,-,0.41744399999879533,left,-
170K19,18,CIRCLES,First_hidden,exp,45,15,True,1,1,8,0.5340854000023683,right,-
170K19,19,CIRCLES,First_hidden,exp,45,15,False,0,1,9,0.5007305000035558,right,-
170K19,20,CIRCLES,First_hidden,exp,45,15,True,1,0,-,0.350852900002792,right,-
170K19,21,CIRCLES,First_hidden,exp,45,15,True,1,1,10,0.3340941999995266,right,-
