"PART_ID","t","mean_corr"
"101M20",630.8,80
"101M20",647.4,90.9090909090909
"101M20",664,77.7777777777778
"101M20",680.6,72.7272727272727
"101M20",697.2,90.9090909090909
"101M20",713.8,81.8181818181818
"101M20",730.4,81.8181818181818
"101M20",747,72.7272727272727
"101M20",763.6,90
"101M20",780.2,90.9090909090909
"101M20",796.8,90
"101M20",813.4,81.8181818181818
"101M20",830,90.9090909090909
"101M20",846.6,70
"101M20",863.2,90.9090909090909
"101M20",879.8,72.7272727272727
"101M20",896.4,90.9090909090909
"101M20",913,54.5454545454545
"101M20",929.6,80
"101M20",946.2,90.9090909090909
"101M20",962.8,63.6363636363636
"101M20",979.4,100
"101M20",996,77.7777777777778
"102M19",215.8,72.7272727272727
"102M19",232.4,36.3636363636364
"102M19",249,63.6363636363636
"102M19",265.6,81.8181818181818
"102M19",282.2,36.3636363636364
"102M19",298.8,60
"102M19",315.4,81.8181818181818
"102M19",332,45.4545454545455
"102M19",348.6,72.7272727272727
"102M19",365.2,50
"102M19",381.8,50
"102M19",398.4,81.8181818181818
"102M19",415,63.6363636363636
"102M19",431.6,45.4545454545455
"102M19",448.2,27.2727272727273
"102M19",464.8,60
"102M19",481.4,54.5454545454545
"102M19",498,40
"102M19",514.6,44.4444444444444
"102M19",531.2,72.7272727272727
"102M19",547.8,60
"102M19",564.4,81.8181818181818
"102M19",581,20
"102M19",597.6,54.5454545454545
"102M19",614.2,72.7272727272727
"102M19",630.8,50
"102M19",647.4,81.8181818181818
"102M19",664,54.5454545454545
"102M19",680.6,63.6363636363636
"102M19",697.2,66.6666666666667
"102M19",713.8,60
"102M19",730.4,45.4545454545455
"102M19",747,54.5454545454545
"102M19",763.6,72.7272727272727
"102M19",780.2,72.7272727272727
"102M19",796.8,55.5555555555556
"102M19",813.4,60
"102M19",830,60
"102M19",846.6,63.6363636363636
"102M19",863.2,63.6363636363636
"102M19",879.8,62.5
"102M19",896.4,54.5454545454545
"102M19",913,72.7272727272727
"102M19",929.6,60
"102M19",946.2,63.6363636363636
"102M19",962.8,45.4545454545455
"102M19",979.4,81.8181818181818
"102M19",996,70
"103K19",215.8,90
"103K19",232.4,72.7272727272727
"103K19",249,80
"103K19",265.6,90.9090909090909
"103K19",282.2,54.5454545454545
"103K19",298.8,72.7272727272727
"103K19",315.4,63.6363636363636
"103K19",332,81.8181818181818
"103K19",348.6,72.7272727272727
"103K19",365.2,90
"103K19",381.8,63.6363636363636
"103K19",398.4,90.9090909090909
"103K19",415,90.9090909090909
"103K19",431.6,81.8181818181818
"103K19",448.2,72.7272727272727
"103K19",464.8,72.7272727272727
"103K19",481.4,100
"103K19",498,90.9090909090909
"103K19",514.6,72.7272727272727
"103K19",531.2,100
"103K19",547.8,63.6363636363636
"103K19",564.4,90.9090909090909
"103K19",581,72.7272727272727
"103K19",597.6,100
"103K19",614.2,81.8181818181818
"103K19",630.8,81.8181818181818
"103K19",647.4,63.6363636363636
"103K19",664,100
"103K19",680.6,63.6363636363636
"103K19",697.2,72.7272727272727
"103K19",713.8,70
"103K19",730.4,90.9090909090909
"103K19",747,100
"103K19",763.6,100
"103K19",780.2,72.7272727272727
"103K19",796.8,81.8181818181818
"103K19",813.4,100
"103K19",830,100
"103K19",846.6,80
"103K19",863.2,90.9090909090909
"103K19",879.8,90
"103K19",896.4,90.9090909090909
"103K19",913,100
"103K19",929.6,90
"103K19",946.2,81.8181818181818
"103K19",962.8,81.8181818181818
"103K19",979.4,90
"103K19",996,90.9090909090909
"104K22",215.8,45.4545454545455
"104K22",232.4,72.7272727272727
"104K22",249,90.9090909090909
"104K22",265.6,72.7272727272727
"104K22",282.2,72.7272727272727
"104K22",298.8,100
"104K22",315.4,100
"104K22",332,81.8181818181818
"104K22",348.6,72.7272727272727
"104K22",365.2,90.9090909090909
"104K22",381.8,72.7272727272727
"104K22",398.4,63.6363636363636
"104K22",415,90
"104K22",431.6,100
"104K22",448.2,80
"104K22",464.8,90.9090909090909
"104K22",481.4,90.9090909090909
"104K22",498,72.7272727272727
"104K22",514.6,81.8181818181818
"104K22",531.2,72.7272727272727
"104K22",547.8,100
"104K22",564.4,72.7272727272727
"104K22",581,63.6363636363636
"104K22",597.6,90.9090909090909
"104K22",614.2,100
"104K22",630.8,100
"104K22",647.4,90.9090909090909
"104K22",664,100
"104K22",680.6,90
"104K22",697.2,90.9090909090909
"104K22",713.8,72.7272727272727
"104K22",730.4,100
"104K22",747,90.9090909090909
"104K22",763.6,100
"104K22",780.2,90.9090909090909
"104K22",796.8,90.9090909090909
"104K22",813.4,100
"104K22",830,90
"104K22",846.6,90.9090909090909
"104K22",863.2,100
"104K22",879.8,100
"104K22",896.4,100
"104K22",913,72.7272727272727
"104K22",929.6,81.8181818181818
"104K22",946.2,100
"104K22",962.8,100
"104K22",979.4,100
"104K22",996,100
"105K20",215.8,81.8181818181818
"105K20",232.4,81.8181818181818
"105K20",249,72.7272727272727
"105K20",265.6,81.8181818181818
"105K20",282.2,81.8181818181818
"105K20",298.8,81.8181818181818
"105K20",315.4,81.8181818181818
"105K20",332,72.7272727272727
"105K20",348.6,72.7272727272727
"105K20",365.2,72.7272727272727
"105K20",381.8,60
"105K20",398.4,81.8181818181818
"105K20",415,90.9090909090909
"105K20",431.6,72.7272727272727
"105K20",448.2,81.8181818181818
"105K20",464.8,81.8181818181818
"105K20",481.4,100
"105K20",498,54.5454545454545
"105K20",514.6,90.9090909090909
"105K20",531.2,72.7272727272727
"105K20",547.8,81.8181818181818
"105K20",564.4,54.5454545454545
"105K20",581,72.7272727272727
"105K20",597.6,100
"105K20",614.2,63.6363636363636
"105K20",630.8,90.9090909090909
"105K20",647.4,100
"105K20",664,81.8181818181818
"105K20",680.6,60
"105K20",697.2,72.7272727272727
"105K20",713.8,72.7272727272727
"105K20",730.4,90.9090909090909
"105K20",747,90.9090909090909
"105K20",763.6,81.8181818181818
"105K20",780.2,72.7272727272727
"105K20",796.8,100
"105K20",813.4,81.8181818181818
"105K20",830,90.9090909090909
"105K20",846.6,63.6363636363636
"105K20",863.2,90.9090909090909
"105K20",879.8,81.8181818181818
"105K20",896.4,81.8181818181818
"105K20",913,81.8181818181818
"105K20",929.6,70
"105K20",946.2,72.7272727272727
"105K20",962.8,72.7272727272727
"105K20",979.4,60
"105K20",996,81.8181818181818
"106M23",215.8,63.6363636363636
"106M23",232.4,90.9090909090909
"106M23",249,81.8181818181818
"106M23",265.6,90.9090909090909
"106M23",282.2,90.9090909090909
"106M23",298.8,81.8181818181818
"106M23",315.4,90.9090909090909
"106M23",332,90.9090909090909
"106M23",348.6,72.7272727272727
"106M23",365.2,81.8181818181818
"106M23",381.8,100
"106M23",398.4,81.8181818181818
"106M23",415,63.6363636363636
"106M23",431.6,90.9090909090909
"106M23",448.2,81.8181818181818
"106M23",464.8,90.9090909090909
"106M23",481.4,81.8181818181818
"106M23",498,90.9090909090909
"106M23",514.6,72.7272727272727
"106M23",531.2,100
"106M23",547.8,90
"106M23",564.4,81.8181818181818
"106M23",581,90.9090909090909
"106M23",597.6,81.8181818181818
"106M23",614.2,60
"106M23",630.8,72.7272727272727
"106M23",647.4,90.9090909090909
"106M23",664,100
"106M23",680.6,90.9090909090909
"106M23",697.2,70
"106M23",713.8,100
"106M23",730.4,90.9090909090909
"106M23",747,100
"106M23",763.6,90
"106M23",780.2,90.9090909090909
"106M23",796.8,80
"106M23",813.4,90
"106M23",830,81.8181818181818
"106M23",846.6,81.8181818181818
"106M23",863.2,100
"106M23",879.8,90.9090909090909
"106M23",896.4,100
"106M23",913,63.6363636363636
"106M23",929.6,81.8181818181818
"106M23",946.2,81.8181818181818
"106M23",962.8,100
"106M23",979.4,72.7272727272727
"106M23",996,90.9090909090909
"107K20",215.8,90.9090909090909
"107K20",232.4,90.9090909090909
"107K20",249,90.9090909090909
"107K20",265.6,81.8181818181818
"107K20",282.2,90.9090909090909
"107K20",298.8,100
"107K20",315.4,90.9090909090909
"107K20",332,72.7272727272727
"107K20",348.6,72.7272727272727
"107K20",365.2,100
"107K20",381.8,90.9090909090909
"107K20",398.4,81.8181818181818
"107K20",415,100
"107K20",431.6,100
"107K20",448.2,81.8181818181818
"107K20",464.8,90.9090909090909
"107K20",481.4,100
"107K20",498,90.9090909090909
"107K20",514.6,100
"107K20",531.2,63.6363636363636
"107K20",547.8,90.9090909090909
"107K20",564.4,100
"107K20",581,90.9090909090909
"107K20",597.6,90.9090909090909
"107K20",614.2,90.9090909090909
"107K20",630.8,90.9090909090909
"107K20",647.4,90.9090909090909
"107K20",664,90.9090909090909
"107K20",680.6,81.8181818181818
"107K20",697.2,90.9090909090909
"107K20",713.8,90.9090909090909
"107K20",730.4,81.8181818181818
"107K20",747,100
"107K20",763.6,90.9090909090909
"107K20",780.2,90.9090909090909
"107K20",796.8,100
"107K20",813.4,81.8181818181818
"107K20",830,81.8181818181818
"107K20",846.6,100
"107K20",863.2,90.9090909090909
"107K20",879.8,90.9090909090909
"107K20",896.4,72.7272727272727
"107K20",913,81.8181818181818
"107K20",929.6,100
"107K20",946.2,100
"107K20",962.8,100
"107K20",979.4,72.7272727272727
"107K20",996,100
"108K22",215.8,80
"108K22",232.4,72.7272727272727
"108K22",249,90
"108K22",265.6,63.6363636363636
"108K22",282.2,81.8181818181818
"108K22",298.8,100
"108K22",315.4,90.9090909090909
"108K22",332,54.5454545454545
"108K22",348.6,81.8181818181818
"108K22",365.2,72.7272727272727
"108K22",381.8,81.8181818181818
"108K22",398.4,81.8181818181818
"108K22",415,81.8181818181818
"108K22",431.6,81.8181818181818
"108K22",448.2,54.5454545454545
"108K22",464.8,72.7272727272727
"108K22",481.4,81.8181818181818
"108K22",498,72.7272727272727
"108K22",514.6,80
"108K22",531.2,72.7272727272727
"108K22",547.8,90.9090909090909
"108K22",564.4,72.7272727272727
"108K22",581,81.8181818181818
"108K22",597.6,72.7272727272727
"108K22",614.2,63.6363636363636
"108K22",630.8,80
"108K22",647.4,72.7272727272727
"108K22",664,63.6363636363636
"108K22",680.6,90.9090909090909
"108K22",697.2,100
"108K22",713.8,81.8181818181818
"108K22",730.4,90.9090909090909
"108K22",747,81.8181818181818
"108K22",763.6,54.5454545454545
"108K22",780.2,72.7272727272727
"108K22",796.8,81.8181818181818
"108K22",813.4,72.7272727272727
"108K22",830,90.9090909090909
"108K22",846.6,81.8181818181818
"108K22",863.2,72.7272727272727
"108K22",879.8,90.9090909090909
"108K22",896.4,72.7272727272727
"108K22",913,63.6363636363636
"108K22",929.6,81.8181818181818
"108K22",946.2,90.9090909090909
"108K22",962.8,81.8181818181818
"108K22",979.4,81.8181818181818
"108K22",996,81.8181818181818
"109K29",215.8,77.7777777777778
"109K29",232.4,60
"109K29",249,75
"109K29",265.6,77.7777777777778
"109K29",282.2,88.8888888888889
"109K29",298.8,44.4444444444444
"109K29",315.4,62.5
"109K29",332,80
"109K29",348.6,100
"109K29",365.2,55.5555555555556
"109K29",381.8,72.7272727272727
"109K29",398.4,71.4285714285714
"109K29",415,77.7777777777778
"109K29",431.6,90
"109K29",448.2,55.5555555555556
"109K29",464.8,75
"109K29",481.4,70
"109K29",498,50
"109K29",514.6,60
"109K29",531.2,70
"109K29",547.8,80
"109K29",564.4,100
"109K29",581,81.8181818181818
"109K29",597.6,66.6666666666667
"109K29",614.2,55.5555555555556
"109K29",630.8,81.8181818181818
"109K29",647.4,63.6363636363636
"109K29",664,40
"109K29",680.6,75
"109K29",697.2,77.7777777777778
"109K29",713.8,88.8888888888889
"109K29",730.4,87.5
"109K29",747,66.6666666666667
"109K29",763.6,60
"109K29",780.2,88.8888888888889
"109K29",796.8,80
"109K29",813.4,88.8888888888889
"109K29",830,80
"109K29",846.6,60
"109K29",863.2,90.9090909090909
"109K29",879.8,81.8181818181818
"109K29",896.4,72.7272727272727
"109K29",913,81.8181818181818
"109K29",929.6,81.8181818181818
"109K29",946.2,50
"109K29",962.8,44.4444444444444
"109K29",979.4,50
"109K29",996,90
"10K20",215.8,100
"10K20",232.4,90
"10K20",249,80
"10K20",265.6,100
"10K20",282.2,90
"10K20",298.8,90
"10K20",315.4,100
"10K20",332,81.8181818181818
"10K20",348.6,100
"10K20",365.2,88.8888888888889
"10K20",381.8,90.9090909090909
"10K20",398.4,100
"10K20",415,100
"10K20",431.6,70
"10K20",448.2,81.8181818181818
"10K20",464.8,80
"10K20",481.4,81.8181818181818
"10K20",498,100
"10K20",514.6,100
"10K20",531.2,90
"10K20",547.8,100
"10K20",564.4,100
"10K20",581,90.9090909090909
"10K20",597.6,100
"10K20",614.2,100
"10K20",630.8,88.8888888888889
"10K20",647.4,90.9090909090909
"10K20",664,90
"10K20",680.6,90
"10K20",697.2,80
"10K20",713.8,80
"10K20",730.4,90
"10K20",747,90
"10K20",763.6,100
"10K20",780.2,90.9090909090909
"10K20",796.8,90.9090909090909
"10K20",813.4,90
"10K20",830,100
"10K20",846.6,90
"10K20",863.2,100
"10K20",879.8,100
"10K20",896.4,100
"10K20",913,90
"10K20",929.6,90.9090909090909
"10K20",946.2,90.9090909090909
"10K20",962.8,81.8181818181818
"10K20",979.4,100
"10K20",996,100
"110M23",215.8,90.9090909090909
"110M23",232.4,63.6363636363636
"110M23",249,81.8181818181818
"110M23",265.6,81.8181818181818
"110M23",282.2,72.7272727272727
"110M23",298.8,72.7272727272727
"110M23",315.4,55.5555555555556
"110M23",332,60
"110M23",348.6,72.7272727272727
"110M23",365.2,81.8181818181818
"110M23",381.8,72.7272727272727
"110M23",398.4,100
"110M23",415,81.8181818181818
"110M23",431.6,90.9090909090909
"110M23",448.2,72.7272727272727
"110M23",464.8,63.6363636363636
"110M23",481.4,81.8181818181818
"110M23",498,72.7272727272727
"110M23",514.6,90.9090909090909
"110M23",531.2,72.7272727272727
"110M23",547.8,100
"110M23",564.4,100
"110M23",581,81.8181818181818
"110M23",597.6,81.8181818181818
"110M23",614.2,81.8181818181818
"110M23",630.8,81.8181818181818
"110M23",647.4,70
"110M23",664,60
"110M23",680.6,77.7777777777778
"110M23",697.2,90.9090909090909
"110M23",713.8,80
"110M23",730.4,70
"110M23",747,90.9090909090909
"110M23",763.6,81.8181818181818
"110M23",780.2,81.8181818181818
"110M23",796.8,90.9090909090909
"110M23",813.4,80
"110M23",830,81.8181818181818
"110M23",846.6,80
"110M23",863.2,81.8181818181818
"110M23",879.8,90.9090909090909
"110M23",896.4,90.9090909090909
"110M23",913,81.8181818181818
"110M23",929.6,100
"110M23",946.2,72.7272727272727
"110M23",962.8,63.6363636363636
"110M23",979.4,90.9090909090909
"110M23",996,72.7272727272727
"111K20",215.8,72.7272727272727
"111K20",232.4,72.7272727272727
"111K20",249,54.5454545454545
"111K20",265.6,72.7272727272727
"111K20",282.2,60
"111K20",298.8,63.6363636363636
"111K20",315.4,54.5454545454545
"111K20",332,90.9090909090909
"111K20",348.6,72.7272727272727
"111K20",365.2,72.7272727272727
"111K20",381.8,70
"111K20",398.4,54.5454545454545
"111K20",415,72.7272727272727
"111K20",431.6,90.9090909090909
"111K20",448.2,72.7272727272727
"111K20",464.8,72.7272727272727
"111K20",481.4,90.9090909090909
"111K20",498,81.8181818181818
"111K20",514.6,81.8181818181818
"111K20",531.2,80
"111K20",547.8,90.9090909090909
"111K20",564.4,72.7272727272727
"111K20",581,81.8181818181818
"111K20",597.6,72.7272727272727
"111K20",614.2,100
"111K20",630.8,81.8181818181818
"111K20",647.4,81.8181818181818
"111K20",664,72.7272727272727
"111K20",680.6,81.8181818181818
"111K20",697.2,70
"111K20",713.8,90.9090909090909
"111K20",730.4,80
"111K20",747,72.7272727272727
"111K20",763.6,72.7272727272727
"111K20",780.2,100
"111K20",796.8,63.6363636363636
"111K20",813.4,81.8181818181818
"111K20",830,90.9090909090909
"111K20",846.6,90.9090909090909
"111K20",863.2,63.6363636363636
"111K20",879.8,81.8181818181818
"111K20",896.4,90.9090909090909
"111K20",913,100
"111K20",929.6,72.7272727272727
"111K20",946.2,100
"111K20",962.8,72.7272727272727
"111K20",979.4,81.8181818181818
"111K20",996,63.6363636363636
"112M20",215.8,72.7272727272727
"112M20",232.4,81.8181818181818
"112M20",249,81.8181818181818
"112M20",265.6,90.9090909090909
"112M20",282.2,90.9090909090909
"112M20",298.8,100
"112M20",315.4,81.8181818181818
"112M20",332,100
"112M20",348.6,90.9090909090909
"112M20",365.2,100
"112M20",381.8,81.8181818181818
"112M20",398.4,90
"112M20",415,100
"112M20",431.6,81.8181818181818
"112M20",448.2,63.6363636363636
"112M20",464.8,90.9090909090909
"112M20",481.4,90.9090909090909
"112M20",498,60
"112M20",514.6,90.9090909090909
"112M20",531.2,90.9090909090909
"112M20",547.8,100
"112M20",564.4,100
"112M20",581,100
"112M20",597.6,81.8181818181818
"112M20",614.2,81.8181818181818
"112M20",630.8,90.9090909090909
"112M20",647.4,90.9090909090909
"112M20",664,100
"112M20",680.6,72.7272727272727
"112M20",697.2,100
"112M20",713.8,81.8181818181818
"112M20",730.4,90.9090909090909
"112M20",747,90
"112M20",763.6,100
"112M20",780.2,100
"112M20",796.8,90.9090909090909
"112M20",813.4,100
"112M20",830,90.9090909090909
"112M20",846.6,90.9090909090909
"112M20",863.2,90.9090909090909
"112M20",879.8,72.7272727272727
"112M20",896.4,88.8888888888889
"112M20",913,81.8181818181818
"112M20",929.6,63.6363636363636
"112M20",946.2,90.9090909090909
"112M20",962.8,100
"112M20",979.4,90.9090909090909
"112M20",996,100
"113K22",215.8,88.8888888888889
"113K22",232.4,44.4444444444444
"113K22",249,90
"113K22",265.6,80
"113K22",282.2,90.9090909090909
"113K22",298.8,80
"113K22",315.4,75
"113K22",332,75
"113K22",348.6,60
"113K22",365.2,87.5
"113K22",381.8,90
"113K22",398.4,80
"113K22",415,72.7272727272727
"113K22",431.6,87.5
"113K22",448.2,60
"113K22",464.8,80
"113K22",481.4,88.8888888888889
"113K22",498,75
"113K22",514.6,90
"113K22",531.2,77.7777777777778
"113K22",547.8,90.9090909090909
"113K22",564.4,62.5
"113K22",581,90
"113K22",597.6,55.5555555555556
"113K22",614.2,72.7272727272727
"113K22",630.8,81.8181818181818
"113K22",647.4,72.7272727272727
"113K22",664,90.9090909090909
"113K22",680.6,50
"113K22",697.2,80
"113K22",713.8,75
"113K22",730.4,80
"113K22",747,100
"113K22",763.6,90
"113K22",780.2,80
"113K22",796.8,77.7777777777778
"113K22",813.4,66.6666666666667
"113K22",830,70
"113K22",846.6,77.7777777777778
"113K22",863.2,87.5
"113K22",879.8,77.7777777777778
"113K22",896.4,80
"113K22",913,81.8181818181818
"113K22",929.6,66.6666666666667
"113K22",946.2,80
"113K22",962.8,80
"113K22",979.4,88.8888888888889
"113K22",996,77.7777777777778
"114K23",215.8,70
"114K23",232.4,75
"114K23",249,85.7142857142857
"114K23",265.6,62.5
"114K23",282.2,70
"114K23",298.8,66.6666666666667
"114K23",315.4,72.7272727272727
"114K23",332,44.4444444444444
"114K23",348.6,70
"114K23",365.2,80
"114K23",381.8,63.6363636363636
"114K23",398.4,33.3333333333333
"114K23",415,55.5555555555556
"114K23",431.6,50
"114K23",448.2,80
"114K23",464.8,77.7777777777778
"114K23",481.4,77.7777777777778
"114K23",498,70
"114K23",514.6,66.6666666666667
"114K23",531.2,72.7272727272727
"114K23",547.8,70
"114K23",564.4,71.4285714285714
"114K23",581,80
"114K23",597.6,62.5
"114K23",614.2,66.6666666666667
"114K23",630.8,60
"114K23",647.4,80
"114K23",664,70
"114K23",680.6,90.9090909090909
"114K23",697.2,40
"114K23",713.8,72.7272727272727
"114K23",730.4,70
"114K23",747,80
"114K23",763.6,77.7777777777778
"114K23",780.2,70
"114K23",796.8,80
"114K23",813.4,33.3333333333333
"114K23",830,66.6666666666667
"114K23",846.6,72.7272727272727
"114K23",863.2,90
"114K23",879.8,54.5454545454545
"114K23",896.4,70
"114K23",913,54.5454545454545
"114K23",929.6,80
"114K23",946.2,88.8888888888889
"114K23",962.8,80
"114K23",979.4,72.7272727272727
"114K23",996,72.7272727272727
"115K22",215.8,36.3636363636364
"115K22",232.4,60
"115K22",249,63.6363636363636
"115K22",265.6,80
"115K22",282.2,72.7272727272727
"115K22",298.8,100
"115K22",315.4,62.5
"115K22",332,70
"115K22",348.6,80
"115K22",365.2,54.5454545454545
"115K22",381.8,63.6363636363636
"115K22",398.4,54.5454545454545
"115K22",415,90.9090909090909
"115K22",431.6,72.7272727272727
"115K22",448.2,81.8181818181818
"115K22",464.8,63.6363636363636
"115K22",481.4,60
"115K22",498,45.4545454545455
"115K22",514.6,81.8181818181818
"115K22",531.2,75
"115K22",547.8,63.6363636363636
"115K22",564.4,63.6363636363636
"115K22",581,81.8181818181818
"115K22",597.6,60
"115K22",614.2,72.7272727272727
"115K22",630.8,63.6363636363636
"115K22",647.4,63.6363636363636
"115K22",664,45.4545454545455
"115K22",680.6,70
"115K22",697.2,80
"115K22",713.8,63.6363636363636
"115K22",730.4,72.7272727272727
"115K22",747,90
"115K22",763.6,72.7272727272727
"115K22",780.2,72.7272727272727
"115K22",796.8,90.9090909090909
"115K22",813.4,80
"115K22",830,88.8888888888889
"115K22",846.6,81.8181818181818
"115K22",863.2,63.6363636363636
"115K22",879.8,90
"115K22",896.4,60
"115K22",913,63.6363636363636
"115K22",929.6,81.8181818181818
"115K22",946.2,70
"115K22",962.8,80
"115K22",979.4,80
"115K22",996,81.8181818181818
"116K20",215.8,90.9090909090909
"116K20",232.4,72.7272727272727
"116K20",249,81.8181818181818
"116K20",265.6,81.8181818181818
"116K20",282.2,90.9090909090909
"116K20",298.8,81.8181818181818
"116K20",315.4,54.5454545454545
"116K20",332,90.9090909090909
"116K20",348.6,90.9090909090909
"116K20",365.2,81.8181818181818
"116K20",381.8,81.8181818181818
"116K20",398.4,90.9090909090909
"116K20",415,81.8181818181818
"116K20",431.6,63.6363636363636
"116K20",448.2,72.7272727272727
"116K20",464.8,81.8181818181818
"116K20",481.4,90.9090909090909
"116K20",498,63.6363636363636
"116K20",514.6,81.8181818181818
"116K20",531.2,90.9090909090909
"116K20",547.8,81.8181818181818
"116K20",564.4,63.6363636363636
"116K20",581,90.9090909090909
"116K20",597.6,81.8181818181818
"116K20",614.2,81.8181818181818
"116K20",630.8,100
"116K20",647.4,72.7272727272727
"116K20",664,72.7272727272727
"116K20",680.6,81.8181818181818
"116K20",697.2,90.9090909090909
"116K20",713.8,81.8181818181818
"116K20",730.4,72.7272727272727
"116K20",747,72.7272727272727
"116K20",763.6,100
"116K20",780.2,100
"116K20",796.8,80
"116K20",813.4,81.8181818181818
"116K20",830,90.9090909090909
"116K20",846.6,81.8181818181818
"116K20",863.2,81.8181818181818
"116K20",879.8,100
"116K20",896.4,100
"116K20",913,100
"116K20",929.6,54.5454545454545
"116K20",946.2,90.9090909090909
"116K20",962.8,100
"116K20",979.4,72.7272727272727
"116K20",996,72.7272727272727
"117M22",215.8,9.09090909090909
"117M22",232.4,9.09090909090909
"117M22",249,18.1818181818182
"117M22",265.6,9.09090909090909
"117M22",282.2,36.3636363636364
"117M22",298.8,9.09090909090909
"117M22",315.4,27.2727272727273
"117M22",332,36.3636363636364
"117M22",348.6,45.4545454545455
"117M22",365.2,36.3636363636364
"117M22",381.8,9.09090909090909
"117M22",398.4,18.1818181818182
"117M22",415,18.1818181818182
"117M22",431.6,36.3636363636364
"117M22",448.2,18.1818181818182
"117M22",464.8,40
"117M22",481.4,18.1818181818182
"117M22",498,54.5454545454545
"117M22",514.6,18.1818181818182
"117M22",531.2,18.1818181818182
"117M22",547.8,30
"117M22",564.4,9.09090909090909
"117M22",581,36.3636363636364
"117M22",597.6,9.09090909090909
"117M22",614.2,18.1818181818182
"117M22",630.8,27.2727272727273
"117M22",647.4,36.3636363636364
"117M22",664,27.2727272727273
"117M22",680.6,45.4545454545455
"117M22",697.2,18.1818181818182
"117M22",713.8,18.1818181818182
"117M22",730.4,9.09090909090909
"117M22",747,36.3636363636364
"117M22",763.6,45.4545454545455
"117M22",780.2,9.09090909090909
"117M22",796.8,27.2727272727273
"117M22",813.4,36.3636363636364
"117M22",830,45.4545454545455
"117M22",846.6,20
"117M22",863.2,18.1818181818182
"117M22",879.8,27.2727272727273
"117M22",896.4,27.2727272727273
"117M22",913,27.2727272727273
"117M22",929.6,45.4545454545455
"117M22",946.2,27.2727272727273
"117M22",962.8,9.09090909090909
"117M22",979.4,45.4545454545455
"117M22",996,9.09090909090909
"118K23",215.8,18.1818181818182
"118K23",232.4,27.2727272727273
"118K23",249,27.2727272727273
"118K23",265.6,18.1818181818182
"118K23",282.2,54.5454545454545
"118K23",298.8,27.2727272727273
"118K23",315.4,27.2727272727273
"118K23",332,27.2727272727273
"118K23",348.6,18.1818181818182
"118K23",365.2,18.1818181818182
"118K23",381.8,27.2727272727273
"118K23",398.4,27.2727272727273
"118K23",415,27.2727272727273
"118K23",431.6,54.5454545454545
"118K23",448.2,36.3636363636364
"118K23",464.8,18.1818181818182
"118K23",481.4,18.1818181818182
"118K23",498,27.2727272727273
"118K23",514.6,27.2727272727273
"118K23",531.2,27.2727272727273
"118K23",547.8,0
"118K23",564.4,27.2727272727273
"118K23",581,27.2727272727273
"118K23",597.6,36.3636363636364
"118K23",614.2,27.2727272727273
"118K23",630.8,45.4545454545455
"118K23",647.4,36.3636363636364
"118K23",664,18.1818181818182
"118K23",680.6,36.3636363636364
"118K23",697.2,18.1818181818182
"118K23",713.8,20
"118K23",730.4,27.2727272727273
"118K23",747,18.1818181818182
"118K23",763.6,18.1818181818182
"118K23",780.2,45.4545454545455
"118K23",796.8,54.5454545454545
"118K23",813.4,27.2727272727273
"118K23",830,45.4545454545455
"118K23",846.6,36.3636363636364
"118K23",863.2,45.4545454545455
