"","PART_ID","t","mean_corr"
"132","102M19",796.8,55.5555555555556
"133","102M19",813.4,60
"134","102M19",830,60
"135","102M19",846.6,63.6363636363636
"136","102M19",863.2,63.6363636363636
"137","102M19",879.8,62.5
"138","102M19",896.4,54.5454545454545
"139","102M19",913,72.7272727272727
"140","102M19",929.6,60
"141","102M19",946.2,63.6363636363636
"142","102M19",962.8,45.4545454545455
"143","102M19",979.4,81.8181818181818
"144","102M19",996,70
"145","103K19",215.8,90
"146","103K19",232.4,72.7272727272727
"147","103K19",249,80
"148","103K19",265.6,90.9090909090909
"149","103K19",282.2,54.5454545454545
"150","103K19",298.8,72.7272727272727
"151","103K19",315.4,63.6363636363636
"152","103K19",332,81.8181818181818
"153","103K19",348.6,72.7272727272727
"154","103K19",365.2,90
"155","103K19",381.8,63.6363636363636
"156","103K19",398.4,90.9090909090909
"157","103K19",415,90.9090909090909
"158","103K19",431.6,81.8181818181818
"159","103K19",448.2,72.7272727272727
"160","103K19",464.8,72.7272727272727
"161","103K19",481.4,100
"162","103K19",498,90.9090909090909
"163","103K19",514.6,72.7272727272727
"164","103K19",531.2,100
"165","103K19",547.8,63.6363636363636
"166","103K19",564.4,90.9090909090909
"167","103K19",581,72.7272727272727
"168","103K19",597.6,100
"169","103K19",614.2,81.8181818181818
"170","103K19",630.8,81.8181818181818
"171","103K19",647.4,63.6363636363636
"172","103K19",664,100
"173","103K19",680.6,63.6363636363636
"174","103K19",697.2,72.7272727272727
"175","103K19",713.8,70
"176","103K19",730.4,90.9090909090909
"177","103K19",747,100
"178","103K19",763.6,100
"179","103K19",780.2,72.7272727272727
"180","103K19",796.8,81.8181818181818
"181","103K19",813.4,100
"182","103K19",830,100
"183","103K19",846.6,80
"184","103K19",863.2,90.9090909090909
"185","103K19",879.8,90
"186","103K19",896.4,90.9090909090909
"187","103K19",913,100
"188","103K19",929.6,90
"189","103K19",946.2,81.8181818181818
"190","103K19",962.8,81.8181818181818
"191","103K19",979.4,90
"192","103K19",996,90.9090909090909
"193","104K22",215.8,45.4545454545455
"194","104K22",232.4,72.7272727272727
"195","104K22",249,90.9090909090909
"196","104K22",265.6,72.7272727272727
"197","104K22",282.2,72.7272727272727
"198","104K22",298.8,100
"199","104K22",315.4,100
"200","104K22",332,81.8181818181818
"201","104K22",348.6,72.7272727272727
"202","104K22",365.2,90.9090909090909
"203","104K22",381.8,72.7272727272727
"204","104K22",398.4,63.6363636363636
"205","104K22",415,90
"206","104K22",431.6,100
"207","104K22",448.2,80
"208","104K22",464.8,90.9090909090909
"209","104K22",481.4,90.9090909090909
"210","104K22",498,72.7272727272727
"211","104K22",514.6,81.8181818181818
"212","104K22",531.2,72.7272727272727
"213","104K22",547.8,100
"214","104K22",564.4,72.7272727272727
"215","104K22",581,63.6363636363636
"216","104K22",597.6,90.9090909090909
"217","104K22",614.2,100
"218","104K22",630.8,100
"219","104K22",647.4,90.9090909090909
"220","104K22",664,100
"221","104K22",680.6,90
"222","104K22",697.2,90.9090909090909
"223","104K22",713.8,72.7272727272727
"224","104K22",730.4,100
"225","104K22",747,90.9090909090909
"226","104K22",763.6,100
"227","104K22",780.2,90.9090909090909
"228","104K22",796.8,90.9090909090909
"229","104K22",813.4,100
"230","104K22",830,90
"231","104K22",846.6,90.9090909090909
"232","104K22",863.2,100
"233","104K22",879.8,100
"234","104K22",896.4,100
"235","104K22",913,72.7272727272727
"236","104K22",929.6,81.8181818181818
"237","104K22",946.2,100
"238","104K22",962.8,100
"239","104K22",979.4,100
"240","104K22",996,100
"241","105K20",215.8,81.8181818181818
"242","105K20",232.4,81.8181818181818
"243","105K20",249,72.7272727272727
"244","105K20",265.6,81.8181818181818
"245","105K20",282.2,81.8181818181818
"246","105K20",298.8,81.8181818181818
"247","105K20",315.4,81.8181818181818
"248","105K20",332,72.7272727272727
"249","105K20",348.6,72.7272727272727
"250","105K20",365.2,72.7272727272727
"251","105K20",381.8,60
"252","105K20",398.4,81.8181818181818
"253","105K20",415,90.9090909090909
"254","105K20",431.6,72.7272727272727
"255","105K20",448.2,81.8181818181818
"256","105K20",464.8,81.8181818181818
"257","105K20",481.4,100
"258","105K20",498,54.5454545454545
"259","105K20",514.6,90.9090909090909
"260","105K20",531.2,72.7272727272727
"261","105K20",547.8,81.8181818181818
"262","105K20",564.4,54.5454545454545
"263","105K20",581,72.7272727272727
"264","105K20",597.6,100
"265","105K20",614.2,63.6363636363636
"266","105K20",630.8,90.9090909090909
"267","105K20",647.4,100
"268","105K20",664,81.8181818181818
"269","105K20",680.6,60
"270","105K20",697.2,72.7272727272727
"271","105K20",713.8,72.7272727272727
"272","105K20",730.4,90.9090909090909
"273","105K20",747,90.9090909090909
"274","105K20",763.6,81.8181818181818
"275","105K20",780.2,72.7272727272727
"276","105K20",796.8,100
"277","105K20",813.4,81.8181818181818
"278","105K20",830,90.9090909090909
"279","105K20",846.6,63.6363636363636
"280","105K20",863.2,90.9090909090909
"281","105K20",879.8,81.8181818181818
"282","105K20",896.4,81.8181818181818
"283","105K20",913,81.8181818181818
"284","105K20",929.6,70
"285","105K20",946.2,72.7272727272727
"286","105K20",962.8,72.7272727272727
"287","105K20",979.4,60
"288","105K20",996,81.8181818181818
"289","106M23",215.8,63.6363636363636
"290","106M23",232.4,90.9090909090909
"291","106M23",249,81.8181818181818
"292","106M23",265.6,90.9090909090909
"293","106M23",282.2,90.9090909090909
"294","106M23",298.8,81.8181818181818
"295","106M23",315.4,90.9090909090909
"296","106M23",332,90.9090909090909
"297","106M23",348.6,72.7272727272727
"298","106M23",365.2,81.8181818181818
"299","106M23",381.8,100
"300","106M23",398.4,81.8181818181818
"301","106M23",415,63.6363636363636
"302","106M23",431.6,90.9090909090909
"303","106M23",448.2,81.8181818181818
"304","106M23",464.8,90.9090909090909
"305","106M23",481.4,81.8181818181818
"306","106M23",498,90.9090909090909
"307","106M23",514.6,72.7272727272727
"308","106M23",531.2,100
"309","106M23",547.8,90
"310","106M23",564.4,81.8181818181818
"311","106M23",581,90.9090909090909
"312","106M23",597.6,81.8181818181818
"313","106M23",614.2,60
"314","106M23",630.8,72.7272727272727
"315","106M23",647.4,90.9090909090909
"316","106M23",664,100
"317","106M23",680.6,90.9090909090909
"318","106M23",697.2,70
"319","106M23",713.8,100
"320","106M23",730.4,90.9090909090909
"321","106M23",747,100
"322","106M23",763.6,90
"323","106M23",780.2,90.9090909090909
"324","106M23",796.8,80
"325","106M23",813.4,90
"326","106M23",830,81.8181818181818
"327","106M23",846.6,81.8181818181818
"328","106M23",863.2,100
"329","106M23",879.8,90.9090909090909
"330","106M23",896.4,100
"331","106M23",913,63.6363636363636
"332","106M23",929.6,81.8181818181818
"333","106M23",946.2,81.8181818181818
"334","106M23",962.8,100
"335","106M23",979.4,72.7272727272727
"336","106M23",996,90.9090909090909
"337","107K20",215.8,90.9090909090909
"338","107K20",232.4,90.9090909090909
"339","107K20",249,90.9090909090909
"340","107K20",265.6,81.8181818181818
"341","107K20",282.2,90.9090909090909
"342","107K20",298.8,100
"343","107K20",315.4,90.9090909090909
"344","107K20",332,72.7272727272727
"345","107K20",348.6,72.7272727272727
"346","107K20",365.2,100
"347","107K20",381.8,90.9090909090909
"348","107K20",398.4,81.8181818181818
"349","107K20",415,100
"350","107K20",431.6,100
"351","107K20",448.2,81.8181818181818
"352","107K20",464.8,90.9090909090909
"353","107K20",481.4,100
"354","107K20",498,90.9090909090909
"355","107K20",514.6,100
"356","107K20",531.2,63.6363636363636
"357","107K20",547.8,90.9090909090909
"358","107K20",564.4,100
"359","107K20",581,90.9090909090909
"360","107K20",597.6,90.9090909090909
"361","107K20",614.2,90.9090909090909
"362","107K20",630.8,90.9090909090909
"363","107K20",647.4,90.9090909090909
"364","107K20",664,90.9090909090909
"365","107K20",680.6,81.8181818181818
"366","107K20",697.2,90.9090909090909
"367","107K20",713.8,90.9090909090909
"368","107K20",730.4,81.8181818181818
"369","107K20",747,100
"370","107K20",763.6,90.9090909090909
"371","107K20",780.2,90.9090909090909
"372","107K20",796.8,100
"373","107K20",813.4,81.8181818181818
"374","107K20",830,81.8181818181818
"375","107K20",846.6,100
"376","107K20",863.2,90.9090909090909
"377","107K20",879.8,90.9090909090909
"378","107K20",896.4,72.7272727272727
"379","107K20",913,81.8181818181818
"380","107K20",929.6,100
"381","107K20",946.2,100
"382","107K20",962.8,100
"383","107K20",979.4,72.7272727272727
"384","107K20",996,100
"385","108K22",215.8,80
"386","108K22",232.4,72.7272727272727
"387","108K22",249,90
"388","108K22",265.6,63.6363636363636
"389","108K22",282.2,81.8181818181818
"390","108K22",298.8,100
"391","108K22",315.4,90.9090909090909
"392","108K22",332,54.5454545454545
"393","108K22",348.6,81.8181818181818
"394","108K22",365.2,72.7272727272727
"395","108K22",381.8,81.8181818181818
"396","108K22",398.4,81.8181818181818
"397","108K22",415,81.8181818181818
"398","108K22",431.6,81.8181818181818
"399","108K22",448.2,54.5454545454545
"400","108K22",464.8,72.7272727272727
"401","108K22",481.4,81.8181818181818
"402","108K22",498,72.7272727272727
"403","108K22",514.6,80
"404","108K22",531.2,72.7272727272727
"405","108K22",547.8,90.9090909090909
"406","108K22",564.4,72.7272727272727
"407","108K22",581,81.8181818181818
"408","108K22",597.6,72.7272727272727
"409","108K22",614.2,63.6363636363636
"410","108K22",630.8,80
"411","108K22",647.4,72.7272727272727
"412","108K22",664,63.6363636363636
"413","108K22",680.6,90.9090909090909
"414","108K22",697.2,100
"415","108K22",713.8,81.8181818181818
"416","108K22",730.4,90.9090909090909
"417","108K22",747,81.8181818181818
"418","108K22",763.6,54.5454545454545
"419","108K22",780.2,72.7272727272727
"420","108K22",796.8,81.8181818181818
"421","108K22",813.4,72.7272727272727
"422","108K22",830,90.9090909090909
"423","108K22",846.6,81.8181818181818
"424","108K22",863.2,72.7272727272727
"425","108K22",879.8,90.9090909090909
"426","108K22",896.4,72.7272727272727
"427","108K22",913,63.6363636363636
"428","108K22",929.6,81.8181818181818
"429","108K22",946.2,90.9090909090909
"430","108K22",962.8,81.8181818181818
"431","108K22",979.4,81.8181818181818
"432","108K22",996,81.8181818181818
"433","109K29",215.8,77.7777777777778
"434","109K29",232.4,60
"435","109K29",249,75
"436","109K29",265.6,77.7777777777778
"437","109K29",282.2,88.8888888888889
"438","109K29",298.8,44.4444444444444
"439","109K29",315.4,62.5
"440","109K29",332,80
"441","109K29",348.6,100
"442","109K29",365.2,55.5555555555556
"443","109K29",381.8,72.7272727272727
"444","109K29",398.4,71.4285714285714
"445","109K29",415,77.7777777777778
"446","109K29",431.6,90
"447","109K29",448.2,55.5555555555556
"448","109K29",464.8,75
"449","109K29",481.4,70
"450","109K29",498,50
"451","109K29",514.6,60
"452","109K29",531.2,70
"453","109K29",547.8,80
"454","109K29",564.4,100
"455","109K29",581,81.8181818181818
"456","109K29",597.6,66.6666666666667
"457","109K29",614.2,55.5555555555556
"458","109K29",630.8,81.8181818181818
"459","109K29",647.4,63.6363636363636
"460","109K29",664,40
"461","109K29",680.6,75
"462","109K29",697.2,77.7777777777778
"463","109K29",713.8,88.8888888888889
"464","109K29",730.4,87.5
"465","109K29",747,66.6666666666667
"466","109K29",763.6,60
"467","109K29",780.2,88.8888888888889
"468","109K29",796.8,80
"469","109K29",813.4,88.8888888888889
"470","109K29",830,80
"471","109K29",846.6,60
"472","109K29",863.2,90.9090909090909
"473","109K29",879.8,81.8181818181818
"474","109K29",896.4,72.7272727272727
"475","109K29",913,81.8181818181818
"476","109K29",929.6,81.8181818181818
"477","109K29",946.2,50
"478","109K29",962.8,44.4444444444444
"479","109K29",979.4,50
"480","109K29",996,90
"481","10K20",215.8,100
"482","10K20",232.4,90
"483","10K20",249,80
"484","10K20",265.6,100
"485","10K20",282.2,90
"486","10K20",298.8,90
"487","10K20",315.4,100
"488","10K20",332,81.8181818181818
"489","10K20",348.6,100
"490","10K20",365.2,88.8888888888889
"491","10K20",381.8,90.9090909090909
"492","10K20",398.4,100
"493","10K20",415,100
"494","10K20",431.6,70
"495","10K20",448.2,81.8181818181818
"496","10K20",464.8,80
"497","10K20",481.4,81.8181818181818
"498","10K20",498,100
"499","10K20",514.6,100
"500","10K20",531.2,90
"501","10K20",547.8,100
"502","10K20",564.4,100
"503","10K20",581,90.9090909090909
"504","10K20",597.6,100
"505","10K20",614.2,100
"506","10K20",630.8,88.8888888888889
"507","10K20",647.4,90.9090909090909
"508","10K20",664,90
"509","10K20",680.6,90
"510","10K20",697.2,80
"511","10K20",713.8,80
"512","10K20",730.4,90
"513","10K20",747,90
"514","10K20",763.6,100
"515","10K20",780.2,90.9090909090909
"516","10K20",796.8,90.9090909090909
"517","10K20",813.4,90
"518","10K20",830,100
"519","10K20",846.6,90
"520","10K20",863.2,100
"521","10K20",879.8,100
"522","10K20",896.4,100
"523","10K20",913,90
"524","10K20",929.6,90.9090909090909
"525","10K20",946.2,90.9090909090909
"526","10K20",962.8,81.8181818181818
"527","10K20",979.4,100
"528","10K20",996,100
"529","110M23",215.8,90.9090909090909
"530","110M23",232.4,63.6363636363636
"531","110M23",249,81.8181818181818
"532","110M23",265.6,81.8181818181818
"533","110M23",282.2,72.7272727272727
"534","110M23",298.8,72.7272727272727
"535","110M23",315.4,55.5555555555556
"536","110M23",332,60
"537","110M23",348.6,72.7272727272727
"538","110M23",365.2,81.8181818181818
"539","110M23",381.8,72.7272727272727
"540","110M23",398.4,100
"541","110M23",415,81.8181818181818
"542","110M23",431.6,90.9090909090909
"543","110M23",448.2,72.7272727272727
"544","110M23",464.8,63.6363636363636
"545","110M23",481.4,81.8181818181818
"546","110M23",498,72.7272727272727
"547","110M23",514.6,90.9090909090909
"548","110M23",531.2,72.7272727272727
"549","110M23",547.8,100
"550","110M23",564.4,100
"551","110M23",581,81.8181818181818
"552","110M23",597.6,81.8181818181818
"553","110M23",614.2,81.8181818181818
"554","110M23",630.8,81.8181818181818
"555","110M23",647.4,70
"556","110M23",664,60
"557","110M23",680.6,77.7777777777778
"558","110M23",697.2,90.9090909090909
"559","110M23",713.8,80
"560","110M23",730.4,70
"561","110M23",747,90.9090909090909
"562","110M23",763.6,81.8181818181818
"563","110M23",780.2,81.8181818181818
"564","110M23",796.8,90.9090909090909
"565","110M23",813.4,80
"566","110M23",830,81.8181818181818
"567","110M23",846.6,80
"568","110M23",863.2,81.8181818181818
"569","110M23",879.8,90.9090909090909
"570","110M23",896.4,90.9090909090909
"571","110M23",913,81.8181818181818
"572","110M23",929.6,100
"573","110M23",946.2,72.7272727272727
"574","110M23",962.8,63.6363636363636
"575","110M23",979.4,90.9090909090909
"576","110M23",996,72.7272727272727
"577","111K20",215.8,72.7272727272727
"578","111K20",232.4,72.7272727272727
"579","111K20",249,54.5454545454545
"580","111K20",265.6,72.7272727272727
"581","111K20",282.2,60
"582","111K20",298.8,63.6363636363636
"583","111K20",315.4,54.5454545454545
"584","111K20",332,90.9090909090909
"585","111K20",348.6,72.7272727272727
"586","111K20",365.2,72.7272727272727
"587","111K20",381.8,70
"588","111K20",398.4,54.5454545454545
"589","111K20",415,72.7272727272727
"590","111K20",431.6,90.9090909090909
"591","111K20",448.2,72.7272727272727
"592","111K20",464.8,72.7272727272727
"593","111K20",481.4,90.9090909090909
"594","111K20",498,81.8181818181818
"595","111K20",514.6,81.8181818181818
"596","111K20",531.2,80
"597","111K20",547.8,90.9090909090909
"598","111K20",564.4,72.7272727272727
"599","111K20",581,81.8181818181818
"600","111K20",597.6,72.7272727272727
"601","111K20",614.2,100
"602","111K20",630.8,81.8181818181818
"603","111K20",647.4,81.8181818181818
"604","111K20",664,72.7272727272727
"605","111K20",680.6,81.8181818181818
"606","111K20",697.2,70
"607","111K20",713.8,90.9090909090909
"608","111K20",730.4,80
"609","111K20",747,72.7272727272727
"610","111K20",763.6,72.7272727272727
"611","111K20",780.2,100
"612","111K20",796.8,63.6363636363636
"613","111K20",813.4,81.8181818181818
"614","111K20",830,90.9090909090909
"615","111K20",846.6,90.9090909090909
"616","111K20",863.2,63.6363636363636
"617","111K20",879.8,81.8181818181818
"618","111K20",896.4,90.9090909090909
"619","111K20",913,100
"620","111K20",929.6,72.7272727272727
"621","111K20",946.2,100
"622","111K20",962.8,72.7272727272727
"623","111K20",979.4,81.8181818181818
"624","111K20",996,63.6363636363636
"625","112M20",215.8,72.7272727272727
"626","112M20",232.4,81.8181818181818
"627","112M20",249,81.8181818181818
"628","112M20",265.6,90.9090909090909
"629","112M20",282.2,90.9090909090909
"630","112M20",298.8,100
"631","112M20",315.4,81.8181818181818
"632","112M20",332,100
"633","112M20",348.6,90.9090909090909
"634","112M20",365.2,100
"635","112M20",381.8,81.8181818181818
"636","112M20",398.4,90
"637","112M20",415,100
"638","112M20",431.6,81.8181818181818
"639","112M20",448.2,63.6363636363636
"640","112M20",464.8,90.9090909090909
"641","112M20",481.4,90.9090909090909
"642","112M20",498,60
"643","112M20",514.6,90.9090909090909
"644","112M20",531.2,90.9090909090909
"645","112M20",547.8,100
"646","112M20",564.4,100
"647","112M20",581,100
"648","112M20",597.6,81.8181818181818
"649","112M20",614.2,81.8181818181818
"650","112M20",630.8,90.9090909090909
"651","112M20",647.4,90.9090909090909
"652","112M20",664,100
"653","112M20",680.6,72.7272727272727
"654","112M20",697.2,100
"655","112M20",713.8,81.8181818181818
"656","112M20",730.4,90.9090909090909
"657","112M20",747,90
"658","112M20",763.6,100
"659","112M20",780.2,100
"660","112M20",796.8,90.9090909090909
"661","112M20",813.4,100
"662","112M20",830,90.9090909090909
"663","112M20",846.6,90.9090909090909
"664","112M20",863.2,90.9090909090909
"665","112M20",879.8,72.7272727272727
"666","112M20",896.4,88.8888888888889
"667","112M20",913,81.8181818181818
"668","112M20",929.6,63.6363636363636
"669","112M20",946.2,90.9090909090909
"670","112M20",962.8,100
"671","112M20",979.4,90.9090909090909
"672","112M20",996,100
"673","113K22",215.8,88.8888888888889
"674","113K22",232.4,44.4444444444444
"675","113K22",249,90
"676","113K22",265.6,80
"677","113K22",282.2,90.9090909090909
"678","113K22",298.8,80
"679","113K22",315.4,75
"680","113K22",332,75
"681","113K22",348.6,60
"682","113K22",365.2,87.5
"683","113K22",381.8,90
"684","113K22",398.4,80
"685","113K22",415,72.7272727272727
"686","113K22",431.6,87.5
"687","113K22",448.2,60
"688","113K22",464.8,80
"689","113K22",481.4,88.8888888888889
"690","113K22",498,75
"691","113K22",514.6,90
"692","113K22",531.2,77.7777777777778
"693","113K22",547.8,90.9090909090909
"694","113K22",564.4,62.5
"695","113K22",581,90
"696","113K22",597.6,55.5555555555556
"697","113K22",614.2,72.7272727272727
"698","113K22",630.8,81.8181818181818
"699","113K22",647.4,72.7272727272727
"700","113K22",664,90.9090909090909
"701","113K22",680.6,50
"702","113K22",697.2,80
"703","113K22",713.8,75
"704","113K22",730.4,80
"705","113K22",747,100
"706","113K22",763.6,90
"707","113K22",780.2,80
"708","113K22",796.8,77.7777777777778
"709","113K22",813.4,66.6666666666667
"710","113K22",830,70
"711","113K22",846.6,77.7777777777778
"712","113K22",863.2,87.5
"713","113K22",879.8,77.7777777777778
"714","113K22",896.4,80
"715","113K22",913,81.8181818181818
"716","113K22",929.6,66.6666666666667
"717","113K22",946.2,80
"718","113K22",962.8,80
"719","113K22",979.4,88.8888888888889
"720","113K22",996,77.7777777777778
"721","114K23",215.8,70
"722","114K23",232.4,75
"723","114K23",249,85.7142857142857
"724","114K23",265.6,62.5
"725","114K23",282.2,70
"726","114K23",298.8,66.6666666666667
"727","114K23",315.4,72.7272727272727
"728","114K23",332,44.4444444444444
"729","114K23",348.6,70
"730","114K23",365.2,80
"731","114K23",381.8,63.6363636363636
"732","114K23",398.4,33.3333333333333
"733","114K23",415,55.5555555555556
"734","114K23",431.6,50
"735","114K23",448.2,80
"736","114K23",464.8,77.7777777777778
"737","114K23",481.4,77.7777777777778
"738","114K23",498,70
"739","114K23",514.6,66.6666666666667
"740","114K23",531.2,72.7272727272727
"741","114K23",547.8,70
"742","114K23",564.4,71.4285714285714
"743","114K23",581,80
"744","114K23",597.6,62.5
"745","114K23",614.2,66.6666666666667
"746","114K23",630.8,60
"747","114K23",647.4,80
"748","114K23",664,70
"749","114K23",680.6,90.9090909090909
"750","114K23",697.2,40
"751","114K23",713.8,72.7272727272727
"752","114K23",730.4,70
"753","114K23",747,80
"754","114K23",763.6,77.7777777777778
"755","114K23",780.2,70
"756","114K23",796.8,80
"757","114K23",813.4,33.3333333333333
"758","114K23",830,66.6666666666667
"759","114K23",846.6,72.7272727272727
"760","114K23",863.2,90
"761","114K23",879.8,54.5454545454545
"762","114K23",896.4,70
"763","114K23",913,54.5454545454545
"764","114K23",929.6,80
"765","114K23",946.2,88.8888888888889
"766","114K23",962.8,80
"767","114K23",979.4,72.7272727272727
"768","114K23",996,72.7272727272727
"769","115K22",215.8,36.3636363636364
"770","115K22",232.4,60
"771","115K22",249,63.6363636363636
"772","115K22",265.6,80
"773","115K22",282.2,72.7272727272727
"774","115K22",298.8,100
"775","115K22",315.4,62.5
"776","115K22",332,70
"777","115K22",348.6,80
"778","115K22",365.2,54.5454545454545
"779","115K22",381.8,63.6363636363636
"780","115K22",398.4,54.5454545454545
"781","115K22",415,90.9090909090909
"782","115K22",431.6,72.7272727272727
"783","115K22",448.2,81.8181818181818
"784","115K22",464.8,63.6363636363636
"785","115K22",481.4,60
"786","115K22",498,45.4545454545455
"787","115K22",514.6,81.8181818181818
"788","115K22",531.2,75
"789","115K22",547.8,63.6363636363636
"790","115K22",564.4,63.6363636363636
"791","115K22",581,81.8181818181818
"792","115K22",597.6,60
"793","115K22",614.2,72.7272727272727
"794","115K22",630.8,63.6363636363636
"795","115K22",647.4,63.6363636363636
"796","115K22",664,45.4545454545455
"797","115K22",680.6,70
"798","115K22",697.2,80
"799","115K22",713.8,63.6363636363636
"800","115K22",730.4,72.7272727272727
"801","115K22",747,90
"802","115K22",763.6,72.7272727272727
"803","115K22",780.2,72.7272727272727
"804","115K22",796.8,90.9090909090909
"805","115K22",813.4,80
"806","115K22",830,88.8888888888889
"807","115K22",846.6,81.8181818181818
"808","115K22",863.2,63.6363636363636
"809","115K22",879.8,90
"810","115K22",896.4,60
"811","115K22",913,63.6363636363636
"812","115K22",929.6,81.8181818181818
"813","115K22",946.2,70
"814","115K22",962.8,80
"815","115K22",979.4,80
"816","115K22",996,81.8181818181818
"817","116K20",215.8,90.9090909090909
"818","116K20",232.4,72.7272727272727
"819","116K20",249,81.8181818181818
"820","116K20",265.6,81.8181818181818
"821","116K20",282.2,90.9090909090909
"822","116K20",298.8,81.8181818181818
"823","116K20",315.4,54.5454545454545
"824","116K20",332,90.9090909090909
"825","116K20",348.6,90.9090909090909
"826","116K20",365.2,81.8181818181818
"827","116K20",381.8,81.8181818181818
"828","116K20",398.4,90.9090909090909
"829","116K20",415,81.8181818181818
"830","116K20",431.6,63.6363636363636
"831","116K20",448.2,72.7272727272727
"832","116K20",464.8,81.8181818181818
"833","116K20",481.4,90.9090909090909
"834","116K20",498,63.6363636363636
"835","116K20",514.6,81.8181818181818
"836","116K20",531.2,90.9090909090909
"837","116K20",547.8,81.8181818181818
"838","116K20",564.4,63.6363636363636
"839","116K20",581,90.9090909090909
"840","116K20",597.6,81.8181818181818
"841","116K20",614.2,81.8181818181818
"842","116K20",630.8,100
"843","116K20",647.4,72.7272727272727
"844","116K20",664,72.7272727272727
"845","116K20",680.6,81.8181818181818
